time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-08-09T16:50:32.220Z,19.3703333,-155.0285,8.44,4.41,ml,23,174,0.05435,0.08,hv,hv70532117,2018-10-17T18:11:47.040Z,"15 km SSE of Eden Roc, Hawaii",earthquake,0.56,0.61,0.158,35,reviewed,hv,hv
2018-08-04T20:56:09.890Z,19.3898333,-155.268,0.3,3.47,ml,26,69,0.007661,0.1,hv,hv70522347,2022-08-08T06:51:50.094Z,"6 km SSW of Volcano, Hawaii",earthquake,0.13,0.12,0.158,20,reviewed,hv,hv
2018-08-04T11:16:14.420Z,19.4081667,-155.284,1.31,3.35,ml,52,19,0.009446,0.12,hv,hv70520567,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.11,0.184,40,reviewed,hv,hv
2018-08-04T11:14:53.490Z,19.4146667,-155.2603333,0.15,3.56,ml,26,96,0.002602,0.18,hv,hv70520562,2018-09-20T02:57:22.563Z,"4 km SW of Volcano, Hawaii",earthquake,0.18,0.15,0.122,4,reviewed,hv,hv
2018-08-04T11:13:12.270Z,19.4161667,-155.2738333,0.74,3.44,ml,23,38,0.009252,0.11,hv,hv70520557,2018-10-16T15:34:08.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.159,17,reviewed,hv,hv
2018-08-04T07:28:33.820Z,19.4135,-155.265,0.42,2.62,md,25,59,0.005035,0.1,hv,hv70519912,2018-10-16T15:34:08.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.17,0.15,0.114,5,reviewed,hv,hv
2018-08-04T07:22:34.630Z,19.3991667,-155.2788333,-0.36,3.28,ml,43,37,0.006187,0.14,hv,hv70519887,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.1,0.13,0.166,51,reviewed,hv,hv
2018-08-04T07:08:26.080Z,19.4063333,-155.286,1.48,3.35,ml,52,23,0.01141,0.11,hv,hv70519847,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.09,0.185,51,reviewed,hv,hv
2018-08-04T00:26:42.640Z,19.3955,-155.2728333,0.84,2.89,md,23,40,0.0007755,0.12,hv,hv70518582,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.15,0.247,7,reviewed,hv,hv
2018-08-04T00:25:10.510Z,19.4161667,-155.2766667,0.36,3.96,ml,25,48,0.007169,0.1,hv,hv70518577,2018-10-16T15:34:08.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.12,0.171,18,reviewed,hv,hv
2018-08-03T17:24:45.440Z,19.4135,-155.2646667,0.27,3.11,ml,32,73,0.004734,0.1,hv,hv70517267,2022-08-08T06:49:24.809Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.193,29,reviewed,hv,hv
2018-08-02T21:47:27.660Z,19.4166667,-155.2743333,-0.25,3.87,ml,33,35,0.008615,0.1,hv,hv70513662,2018-10-16T15:34:07.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.11,0.14,0.2,23,reviewed,hv,hv
2018-08-02T21:46:34.740Z,19.4175,-155.2705,0.3,3.54,ml,23,45,0.00984,0.08,hv,hv70513657,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.196,13,reviewed,hv,hv
2018-08-02T14:04:07.440Z,19.4081667,-155.2606667,0.08,3.35,ml,34,54,0.00397,0.13,hv,hv70512242,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.176,32,reviewed,hv,hv
2018-08-02T13:38:37.130Z,19.3658333,-155.278,2.02,2.69,ml,15,67,0.01486,0.1,hv,hv70512167,2019-01-16T20:00:50.050Z,"9 km SSW of Volcano, Hawaii",earthquake,0.26,0.39,0.111,6,reviewed,hv,hv
2018-08-02T13:32:29.040Z,19.3926667,-155.2726667,0.29,3.09,ml,26,42,0.002841,0.1,hv,hv70512147,2019-01-16T02:30:57.574Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.212,41,reviewed,hv,hv
2018-08-02T10:21:13.460Z,19.4136667,-155.2658333,0.44,3.53,ml,16,78,0.005837,0.08,hv,hv70511562,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.19,0.2,0.191,18,reviewed,hv,hv
2018-08-02T10:19:32.150Z,19.4168333,-155.2776667,0.94,3.69,ml,29,54,0.006125,0.07,hv,hv70511557,2018-10-16T15:34:07.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.19,0.14,0.142,26,reviewed,hv,hv
2018-08-02T10:18:25.390Z,19.4065,-155.287,1.36,3.61,ml,30,30,0.01144,0.08,hv,hv70511547,2021-03-01T21:48:39.820Z,"6 km SW of Volcano, Hawaii",earthquake,0.23,0.15,0.176,49,reviewed,hv,hv
2018-08-02T10:10:18.300Z,19.4111667,-155.284,0.55,3.07,ml,32,26,0.006462,0.1,hv,hv70511512,2019-01-16T02:08:40.176Z,"6 km WSW of Volcano, Hawaii",earthquake,0.12,0.09,0.154,44,reviewed,hv,hv
2018-08-02T07:40:11.930Z,19.4161667,-155.2706667,0.15,3.6,ml,29,41,0.01076,0.1,hv,hv70511012,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.12,0.193,21,reviewed,hv,hv
2018-08-02T03:33:52.430Z,19.3998333,-155.2673333,0.3,2.72,ml,24,67,0.002004,0.11,hv,hv70510262,2018-10-16T15:34:07.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.3,20,reviewed,hv,hv
2018-08-02T03:26:48.540Z,19.4096667,-155.2643333,-0.08,3.68,ml,23,47,0.004846,0.13,hv,hv70510252,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.15,0.185,17,reviewed,hv,hv
2018-08-02T03:24:43.420Z,19.4066667,-155.2861667,1.39,3.36,ml,44,24,0.01111,0.1,hv,hv70510242,2018-08-29T22:11:37.835Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.11,0.193,43,reviewed,hv,hv
2018-08-02T03:20:27.200Z,19.4155,-155.2755,0.48,3.36,ml,23,42,0.008394,0.1,hv,hv70510232,2019-01-16T19:47:29.716Z,"5 km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.169,40,reviewed,hv,hv
2018-08-02T03:20:03.820Z,19.3996667,-155.2735,0.29,2.83,ml,34,28,0.004278,0.09,hv,hv70510227,2018-10-16T15:34:07.040Z,"Island of Hawaii, Hawaii",earthquake,0.11,0.11,0.201,28,reviewed,hv,hv
2018-08-01T22:11:15.090Z,19.4125,-155.2655,0.45,2.92,ml,31,71,0.005323,0.09,hv,hv70509322,2019-01-16T22:27:58.956Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.151,38,reviewed,hv,hv
2018-08-01T20:26:00.960Z,19.4171667,-155.2765,0.89,3.28,ml,51,31,0.007187,0.09,hv,hv70508977,2018-10-16T15:34:10.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.1,0.191,47,reviewed,hv,hv
2018-08-01T18:20:39.930Z,19.4076667,-155.2841667,1.13,3.3,ml,40,23,0.009943,0.1,hv,hv70508567,2018-10-16T15:34:10.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.156,41,reviewed,hv,hv
2018-08-01T13:02:49.540Z,19.4181667,-155.2761667,0.93,3.36,ml,52,31,0.006693,0.09,hv,hv70507457,2018-10-16T15:34:10.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.11,0.152,45,reviewed,hv,hv
2018-08-01T11:43:00.540Z,19.4136667,-155.266,0.41,2.97,ml,25,75,0.005989,0.1,hv,hv70507222,2019-01-16T20:28:11.104Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.154,37,reviewed,hv,hv
2018-07-31T17:55:45.360Z,19.4081667,-155.2843333,1.51,3.11,ml,50,24,0.009448,0.1,hv,hv70503827,2018-10-16T15:34:10.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.11,0.184,45,reviewed,hv,hv
2018-07-31T16:42:29.000Z,19.3978333,-155.2621667,0.06,3.37,ml,30,55,0.003671,0.12,hv,hv70503552,2019-01-29T21:39:57.608Z,"5 km SSW of Volcano, Hawaii",earthquake,0.11,0.12,0.243,12,reviewed,hv,hv
2018-07-31T16:40:04.970Z,19.4141667,-155.2765,0.82,3.66,ml,25,48,0.007969,0.09,hv,hv70503547,2018-10-16T15:34:09.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.178,44,reviewed,hv,hv
2018-07-31T14:42:39.110Z,19.4123333,-155.2623333,0.28,3.29,ml,45,36,0.002331,0.13,hv,hv70503132,2021-03-01T21:48:39.339Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.2,50,reviewed,hv,hv
2018-07-31T10:29:59.750Z,19.4018333,-155.2895,0.42,4.11,ml,26,43,0.011,0.11,hv,hv70502242,2018-10-16T15:34:09.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.174,11,reviewed,hv,hv
2018-07-31T10:29:08.150Z,19.4126667,-155.2845,0.53,3.7,ml,25,62,0.004984,0.08,hv,hv70502232,2018-10-16T15:34:09.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.13,0.11,0.187,47,reviewed,hv,hv
2018-07-31T10:28:51.740Z,19.4106667,-155.286,0.36,3.08,ml,25,58,0.007187,0.09,hv,hv70502227,2018-10-16T15:34:09.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.13,0.12,0.215,23,reviewed,hv,hv
2018-07-31T10:25:04.350Z,19.396,-155.2791667,1,3.24,ml,24,39,0.005252,0.11,hv,hv70502212,2018-10-16T15:34:09.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.16,0.139,30,reviewed,hv,hv
2018-07-31T10:22:07.130Z,19.4068333,-155.2606667,0.24,3.61,ml,24,91,0.005279,0.11,hv,hv70502207,2018-10-16T15:34:09.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.14,37,reviewed,hv,hv
2018-07-31T07:42:00.840Z,19.3988333,-155.2735,1.51,3.43,ml,35,38,0.00345,0.1,hv,hv70501657,2019-01-29T23:51:32.532Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.14,0.136,14,reviewed,hv,hv
2018-07-31T05:38:42.070Z,19.4163333,-155.2785,0.91,3.27,ml,48,34,0.005445,0.12,hv,hv70501217,2018-10-16T15:34:09.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.16,0.12,0.177,44,reviewed,hv,hv
2018-07-31T03:45:32.700Z,19.4145,-155.2641667,0.59,2.81,ml,23,79,0.004707,0.09,hv,hv70500817,2019-03-02T00:42:53.670Z,"4 km SW of Volcano, Hawaii",earthquake,0.16,0.15,0.048,12,reviewed,hv,hv
2018-07-31T00:43:03.850Z,19.4148333,-155.2778333,0.38,3.47,ml,25,53,0.006547,0.11,hv,hv70500202,2022-08-08T06:42:21.367Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.12,0.168,43,reviewed,hv,hv
2018-07-30T20:53:07.840Z,19.401,-155.2633333,0.15,3.27,ml,29,66,0.003744,0.1,hv,hv70499447,2018-10-16T15:34:09.040Z,"5 km SSW of Volcano, Hawaii",earthquake,0.11,0.1,0.209,22,reviewed,hv,hv
2018-07-30T17:31:49.130Z,19.4135,-155.2613333,0.52,3.12,ml,32,83,0.001966,0.11,hv,hv70498772,2018-10-16T15:34:10.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.1,0.14,18,reviewed,hv,hv
2018-07-30T17:29:35.390Z,19.4153333,-155.2773333,0.77,3.33,ml,50,30,0.006791,0.1,hv,hv70498762,2019-01-30T21:42:41.260Z,"5 km WSW of Volcano, Hawaii",earthquake,0.12,0.08,0.158,40,reviewed,hv,hv
2018-07-30T08:03:03.210Z,19.3508333,-155.1226667,7.38,4.07,ml,44,125,0.03395,0.1,hv,hv70496917,2018-10-16T15:34:09.040Z,"12 km S of Fern Forest, Hawaii",earthquake,0.34,0.41,0.197,55,reviewed,hv,hv
2018-07-29T22:07:22.430Z,19.3911667,-155.2743333,-0.26,3.65,ml,20,44,0.00423,0.11,hv,hv70495007,2018-10-09T16:43:26.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.19,0.167,24,reviewed,hv,hv
2018-07-29T22:05:57.350Z,19.42,-155.275,0.8,3.86,ml,17,44,0.005325,0.12,hv,hv70494992,2018-07-30T10:34:30.533Z,"4 km WSW of Volcano, Hawaii",earthquake,0.17,0.1,0.206,25,reviewed,hv,hv
2018-07-29T22:05:52.420Z,19.412,-155.2643333,0.41,3.71,ml,22,72,0.004207,0.08,hv,hv70494987,2018-10-09T16:43:26.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.238,21,reviewed,hv,hv
2018-07-29T21:25:19.500Z,19.316,-155.108,5.28,1.52,md,30,175,0.03599,0.18,hv,hv70494882,2019-01-30T01:39:37.740Z,"16 km S of Fern Forest, Hawaii",earthquake,0.51,0.79,0.069,15,reviewed,hv,hv
2018-07-29T20:02:18.540Z,19.4,-155.2723333,1.47,3.39,ml,28,45,0.004771,0.1,hv,hv70494657,2019-01-30T02:29:09.257Z,"6 km SW of Volcano, Hawaii",earthquake,0.22,0.19,0.109,12,reviewed,hv,hv
2018-07-29T17:11:13.940Z,19.4165,-155.277,0.83,3.4,ml,26,51,0.006797,0.08,hv,hv70494122,2021-07-14T21:11:15.982Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.1,0.148,45,reviewed,hv,hv
2018-07-29T16:50:20.020Z,19.4095,-155.2846667,0.32,3.38,ml,48,20,0.008137,0.11,hv,hv70494062,2018-10-09T16:43:26.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.177,48,reviewed,hv,hv
2018-07-29T16:41:43.170Z,19.41,-155.2716667,0.45,2.91,ml,33,42,0.01132,0.1,hv,hv70494032,2019-03-09T02:45:36.770Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.175,46,reviewed,hv,hv
2018-07-29T15:35:22.280Z,19.4006667,-155.2736667,1.22,3.61,ml,25,47,0.005271,0.11,hv,hv70493822,2018-10-09T16:43:26.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.213,23,reviewed,hv,hv
2018-07-29T15:33:26.290Z,19.4135,-155.2778333,0.72,2.83,md,24,53,0.007217,0.09,hv,hv70493812,2018-10-09T16:43:26.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.06,7,reviewed,hv,hv
2018-07-29T15:32:51.320Z,19.4128333,-155.2616667,0.23,3.12,ml,46,36,0.001845,0.12,hv,hv70493807,2019-01-30T20:06:43.492Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.09,0.197,42,reviewed,hv,hv
2018-07-29T12:25:50.690Z,19.4178333,-155.2731667,0.63,3.31,ml,26,49,0.008053,0.1,hv,hv70493182,2019-01-31T01:05:26.888Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.11,0.156,16,reviewed,hv,hv
2018-07-29T07:28:08.030Z,19.4195,-155.2765,1,3.29,ml,54,32,0.005331,0.1,hv,hv70492172,2018-10-09T16:43:25.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.15,0.1,0.166,44,reviewed,hv,hv
2018-07-28T12:36:17.800Z,19.4076667,-155.2856667,1.32,3.37,ml,25,46,0.01005,0.09,hv,hv70488492,2018-10-09T16:43:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.13,0.184,49,reviewed,hv,hv
2018-07-28T12:35:51.150Z,19.391,-155.2811667,-0.34,2.22,ml,25,41,0.004475,0.11,hv,hv70488487,2018-07-28T20:38:37.597Z,"7 km SW of Volcano, Hawaii",earthquake,0.11,0.13,0.06,9,reviewed,hv,hv
2018-07-28T08:01:51.000Z,19.4111667,-155.2635,0.52,3.03,ml,25,63,0.00354,0.08,hv,hv70487597,2018-10-09T16:43:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.144,46,reviewed,hv,hv
2018-07-28T06:28:30.800Z,19.4095,-155.2698333,-0.64,3.61,ml,27,43,0.009743,0.14,hv,hv70487292,2018-10-09T16:43:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.1,0.15,0.211,21,reviewed,hv,hv
2018-07-28T06:27:38.160Z,19.3945,-155.2783333,0.22,3.18,ml,37,46,0.004511,0.11,hv,hv70487287,2019-02-02T01:04:04.504Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.1,0.17,45,reviewed,hv,hv
2018-07-28T03:17:58.730Z,19.4101667,-155.2826667,0.43,3.26,ml,26,53,0.007577,0.1,hv,hv70486692,2018-10-09T16:43:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.11,0.152,51,reviewed,hv,hv
2018-07-28T03:02:42.920Z,19.417,-155.2783333,0.26,3.42,ml,23,56,0.00548,0.12,hv,hv70486652,2018-10-09T16:43:25.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.12,0.12,0.108,28,reviewed,hv,hv
2018-07-28T03:02:22.880Z,19.417,-155.2636667,0.64,2.9,ml,23,80,0.006056,0.09,hv,hv70486647,2018-10-09T16:43:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.08,0.139,35,reviewed,hv,hv
2018-07-28T01:10:13.180Z,19.3988333,-155.2771667,0.6,3.63,ml,30,39,0.00479,0.09,hv,hv70486307,2018-10-09T16:43:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.2,23,reviewed,hv,hv
2018-07-28T01:08:43.000Z,19.4066667,-155.2903333,1.02,3.27,ml,26,43,0.009129,0.1,hv,hv70486302,2018-10-09T16:43:25.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.15,0.12,0.188,40,reviewed,hv,hv
2018-07-28T00:52:57.710Z,19.4101667,-155.2691667,0.76,3.53,ml,34,39,0.008974,0.08,hv,hv70486252,2019-01-31T02:50:27.026Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.14,0.122,17,reviewed,hv,hv
2018-07-27T23:00:53.410Z,19.4088333,-155.261,0.46,3.37,ml,25,78,0.003406,0.11,hv,hv70485937,2018-10-09T16:43:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.165,24,reviewed,hv,hv
2018-07-27T22:59:17.860Z,19.416,-155.2775,0.87,3.44,ml,27,53,0.006442,0.07,hv,hv70485932,2018-10-09T16:43:25.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.09,0.158,49,reviewed,hv,hv
2018-07-27T17:29:40.080Z,19.1916667,-155.4978333,35.55,3.76,ml,25,70,0.02547,0.11,hv,hv70484807,2018-10-09T16:43:25.040Z,"2 km WSW of P?hala, Hawaii",earthquake,0.62,0.81,0.179,9,reviewed,hv,hv
2018-07-27T16:42:49.130Z,19.4085,-155.2868333,1.09,3.13,ml,56,23,0.009473,0.13,hv,hv70484642,2018-10-09T16:43:24.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.09,0.194,42,reviewed,hv,hv
2018-07-27T15:26:31.020Z,19.4125,-155.2656667,0.35,3.6,ml,25,70,0.00548,0.09,hv,hv70484402,2019-06-21T19:16:03.689Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.09,0.157,25,reviewed,hv,hv
2018-07-27T08:42:53.560Z,19.4473333,-155.4711667,8.53,1.04,md,20,63,0.05087,0.1,hv,hv70483072,2018-08-01T05:06:52.750Z,"24 km W of Volcano, Hawaii",earthquake,0.33,0.76,0.056,9,reviewed,hv,hv
2018-07-26T21:43:25.300Z,19.413,-155.2653333,0.62,3.27,ml,21,76,0.005229,0.05,hv,hv70481012,2018-10-09T16:43:24.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.2,0.19,0.169,47,reviewed,hv,hv
2018-07-26T19:43:40.280Z,19.4113333,-155.2828333,0.38,2.76,md,23,55,0.006408,0.06,hv,hv70480612,2018-10-09T16:43:24.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.062,5,reviewed,hv,hv
2018-07-26T18:56:48.930Z,19.4156667,-155.2631667,0.24,3.52,ml,31,67,0.004725,0.12,hv,hv70480422,2018-10-09T16:43:24.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.175,51,reviewed,hv,hv
2018-07-26T18:56:34.350Z,19.403,-155.272,1.6,3.47,ml,24,46,0.007358,0.09,hv,hv70480417,2018-10-09T16:43:24.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.2,0.22,0.145,18,reviewed,hv,hv
2018-07-26T18:45:58.040Z,19.4168333,-155.271,0.66,3.15,ml,22,40,0.01004,0.1,hv,hv70480387,2018-10-09T16:43:24.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.15,0.153,47,reviewed,hv,hv
2018-07-26T17:32:58.950Z,19.3916667,-155.278,-0.16,3.17,ml,37,42,0.00552,0.13,hv,hv70480087,2018-10-09T16:43:24.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.15,0.18,46,reviewed,hv,hv
2018-07-26T14:00:26.950Z,19.516,-155.7196667,6.83,1.49,md,23,89,0.01974,0.15,hv,hv70479337,2018-07-27T05:32:18.581Z,"16 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.79,0.193,12,reviewed,hv,hv
2018-07-26T11:22:08.760Z,19.416,-155.277,0.65,3.41,ml,25,50,0.006899,0.09,hv,hv70478842,2018-10-09T16:43:24.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.11,0.173,21,reviewed,hv,hv
2018-07-26T11:17:37.350Z,19.3681667,-155.0126667,3.92,1.49,md,20,189,0.06556,0.12,hv,hv70478832,2018-10-09T16:43:24.040Z,"15 km SW of Leilani Estates, Hawaii",earthquake,0.74,1.33,0.138,7,reviewed,hv,hv
2018-07-26T09:56:57.490Z,19.3955,-155.2676667,0.25,3.43,ml,23,57,0.003134,0.14,hv,hv70478562,2018-10-09T16:43:24.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.11,0.135,15,reviewed,hv,hv
2018-07-26T09:47:43.600Z,19.4076667,-155.2861667,1.41,3.09,ml,57,23,0.01013,0.1,hv,hv70478537,2018-10-09T16:43:24.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.13,0.171,47,reviewed,hv,hv
2018-07-26T08:34:50.970Z,19.3941667,-155.2788333,-0.84,3.37,ml,42,41,0.005043,0.13,hv,hv70478312,2019-02-02T02:10:19.443Z,"7 km SW of Volcano, Hawaii",earthquake,0.11,0.17,0.15,37,reviewed,hv,hv
2018-07-26T03:35:49.870Z,19.415,-155.2776667,0.32,3.6,ml,50,34,0.006622,0.13,hv,hv70477317,2019-02-05T23:30:01.449Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.08,0.227,20,reviewed,hv,hv
2018-07-26T01:57:46.180Z,19.3991667,-155.2828333,-1.09,3.92,ml,21,36,0.009462,0.14,hv,hv70477017,2018-10-09T16:43:23.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,31.61,0.082,12,reviewed,hv,hv
2018-07-26T01:57:16.390Z,19.3995,-155.2645,-0.27,3.57,ml,23,73,0.001912,0.12,hv,hv70477012,2018-10-09T16:43:23.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.151,27,reviewed,hv,hv
2018-07-26T01:55:55.100Z,19.4155,-155.2763333,0.27,3.62,ml,25,47,0.007637,0.11,hv,hv70477007,2018-10-09T16:43:23.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.155,48,reviewed,hv,hv
2018-07-26T01:55:44.450Z,19.4125,-155.2806667,0.29,2.75,ml,24,56,0.00607,0.08,hv,hv70477002,2018-10-09T16:43:23.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.184,27,reviewed,hv,hv
2018-07-25T16:37:52.320Z,19.414,-155.2643333,0.42,3.02,ml,31,66,0.004617,0.08,hv,hv70475227,2018-10-09T16:43:23.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.19,0.12,0.196,39,reviewed,hv,hv
2018-07-25T14:11:49.690Z,19.4125,-155.2768333,0.08,2.81,ml,15,51,0.008566,0.07,hv,hv70474707,2018-10-09T16:43:23.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.31,0.155,11,reviewed,hv,hv
