time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-11-25T14:06:42.950Z,19.3246666666667,-155.201666666667,6.55,3.49,ml,48,114,,0.1,hv,hv72811222,2022-01-29T22:55:55.040Z,"13 km SSE of Volcano, Hawaii",earthquake,0.22,0.3,0.156499198979586,39,reviewed,hv,hv
2021-11-23T09:18:39.960Z,19.1693333333333,-155.478833333333,35.81,3.21,ml,57,89,,0.12,hv,hv72808617,2022-01-29T22:55:29.040Z,"Island of Hawaii, Hawaii",earthquake,0.41,0.5,0.193927125358089,42,reviewed,hv,hv
2021-11-22T20:31:11.740Z,19.1628333333333,-155.486666666667,36.96,3.15,ml,55,111,,0.12,hv,hv72807892,2022-01-29T22:55:24.040Z,"4 km S of P?hala, Hawaii",earthquake,0.44,0.5,0.16536025473391,41,reviewed,hv,hv
2021-11-21T18:00:17.260Z,19.2281666666667,-155.418,32.9,3.52,ml,55,132,,0.12,hv,hv72806527,2022-01-29T22:55:16.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.51,0.58,0.207422310175513,44,reviewed,hv,hv
2021-11-21T09:03:53.610Z,19.2015,-155.414333333333,32.81,3.32,ml,56,153,,0.12,hv,hv72806007,2022-08-06T19:01:35.057Z,"6 km E of P?hala, Hawaii",earthquake,0.49,0.53,0.174735753944578,42,reviewed,hv,hv
2021-11-16T19:15:55.760Z,19.2006666666667,-155.416166666667,34.11,3.68,ml,54,152,,0.11,hv,hv72798362,2022-01-22T20:51:57.040Z,"6 km E of P?hala, Hawaii",earthquake,0.52,0.6,0.165783028693493,42,reviewed,hv,hv
2021-11-16T09:55:25.960Z,19.1598333333333,-155.474166666667,33.97,3.83,ml,59,114,,0.1,hv,hv72797862,2022-01-22T20:51:56.040Z,"4 km S of P?hala, Hawaii",earthquake,0.47,0.6,0.163383113212464,39,reviewed,hv,hv
2021-11-03T03:07:50.970Z,19.1605,-155.4905,35.13,3.37,ml,55,118,,0.11,hv,hv72780797,2022-08-08T06:20:27.274Z,"4 km SSW of P?hala, Hawaii",earthquake,0.43,0.53,0.190763122196864,39,reviewed,hv,hv
2021-11-02T12:27:23.130Z,19.1676666666667,-155.474666666667,31.29,3.24,ml,55,86,,0.11,hv,hv72779907,2022-01-14T17:58:54.040Z,"3 km S of P?hala, Hawaii",earthquake,0.41,0.54,0.208048002547264,42,reviewed,hv,hv
2021-11-01T06:59:17.110Z,19.2075,-155.4025,33.14,3.27,ml,57,155,,0.12,hv,hv72777822,2022-08-08T08:17:08.294Z,"8 km E of P?hala, Hawaii",earthquake,0.41,0.49,0.200982025791086,38,reviewed,hv,hv
2021-10-18T08:56:34.970Z,19.904,-156.8335,7.46,3.64,ml,66,194,,0.19,hv,hv72760877,2021-12-25T22:58:46.040Z,"91 km WNW of Kalaoa, Hawaii",earthquake,0.76,0.94,0.187074103452984,27,reviewed,hv,hv
2021-10-17T22:58:40.990Z,19.1995,-155.435333333333,35.33,3.29,ml,55,137,,0.11,hv,hv72760287,2021-12-25T22:58:44.040Z,"4 km E of P?hala, Hawaii",earthquake,0.41,0.5,0.239059598121337,38,reviewed,hv,hv
2021-10-17T15:52:11.020Z,19.1871666666667,-155.4835,38.36,3.86,ml,56,74,,0.11,hv,hv72759882,2022-02-19T23:31:10.416Z,"1 km SSW of P?hala, Hawaii",earthquake,0.46,0.52,0.215277139985508,42,reviewed,hv,hv
2021-10-15T10:03:13.790Z,19.2078333333333,-155.3835,31.39,3.6,ml,55,163,,0.12,hv,hv72756427,2021-12-25T22:58:35.040Z,"10 km E of P?hala, Hawaii",earthquake,0.54,0.59,0.163320806318795,41,reviewed,hv,hv
2021-10-10T21:53:08.410Z,18.868,-155.542,35.99,4.26,ml,48,268,,0.11,hv,hv72748787,2021-12-18T19:58:49.040Z,"22 km S of Naalehu, Hawaii",earthquake,0.54,0.89,0.0680470559724808,5,reviewed,hv,hv
2021-10-10T21:48:36.560Z,18.8203333333333,-155.527166666667,35.06,6.21,ml,54,278,,0.12,hv,hv72748782,2022-11-01T18:55:34.410Z,"27 km SSE of Naalehu, Hawaii",earthquake,0.52,0.93,0.153984707746698,25,reviewed,hv,hv
2021-10-09T23:08:44.500Z,19.2231666666667,-155.4145,35.63,3.58,ml,55,138,,0.13,hv,hv72747727,2021-12-18T19:58:45.040Z,"7 km ENE of P?hala, Hawaii",earthquake,0.43,0.54,0.172185704323282,38,reviewed,hv,hv
2021-10-08T06:25:05.620Z,19.1891666666667,-155.476833333333,34.38,3.5,ml,55,84,,0.12,hv,hv72745632,2021-12-18T19:58:37.040Z,"1 km S of P?hala, Hawaii",earthquake,0.39,0.51,0.227584108729493,38,reviewed,hv,hv
2021-10-06T06:39:24.900Z,19.207,-155.3965,32.15,3.58,ml,57,157,,0.13,hv,hv72742362,2021-12-10T21:14:13.040Z,"8 km E of P?hala, Hawaii",earthquake,0.43,0.51,0.11995658584691,9,reviewed,hv,hv
2021-10-06T06:36:56.410Z,19.2256666666667,-155.398,32.69,4.55,ml,57,145,,0.12,hv,hv72742352,2022-01-19T01:25:27.175Z,"8 km ENE of P?hala, Hawaii",earthquake,0.44,0.48,0.156343368352568,39,reviewed,hv,hv
2021-10-04T17:17:27.870Z,19.1891666666667,-155.481,35.58,3.55,ml,55,78,,0.12,hv,hv72740132,2021-12-10T21:14:08.040Z,"1 km S of P?hala, Hawaii",earthquake,0.39,0.49,0.182980752009575,34,reviewed,hv,hv
2021-10-02T19:59:24.330Z,19.2231666666667,-155.392833333333,32.53,3.4,ml,54,150,,0.13,hv,hv72737882,2021-12-10T21:14:03.040Z,"9 km ENE of P?hala, Hawaii",earthquake,0.44,0.55,0.150241504229867,37,reviewed,hv,hv
2021-09-30T01:12:09.570Z,19.3991666666667,-155.2855,0.34,2.59,ml,15,64,,0.13,hv,hv72734532,2021-12-04T14:28:12.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.18,0.2,0.229475358858393,16,reviewed,hv,hv
2021-09-30T01:04:13.120Z,19.4165,-155.279666666667,0.03,2.61,ml,23,66,,0.1,hv,hv72734507,2021-12-04T14:28:12.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.16,0.13,0.0919409435866565,7,reviewed,hv,hv
2021-09-27T13:42:36.790Z,19.187,-155.487,33.9,3.82,ml,54,70,,0.11,hv,hv72728972,2021-12-04T14:29:56.040Z,"1 km SSW of P?hala, Hawaii",earthquake,0.36,0.49,0.1721748847677,37,reviewed,hv,hv
2021-09-25T21:18:14.940Z,20.6053333333333,-158.551833333333,14.19,3.94,ml,13,211,,0.11,hv,hv72725577,2021-12-04T14:29:36.040Z,"92 km SSW of Ko Olina, Hawaii",earthquake,1.22,2.14,0.188673347203529,21,reviewed,hv,hv
2021-09-20T22:49:42.100Z,19.244,-155.396,31.97,3.62,ml,53,136,,0.11,hv,hv72717612,2021-12-03T15:01:39.040Z,"9 km ENE of P?hala, Hawaii",earthquake,0.4,0.48,0.200281082278024,40,reviewed,hv,hv
2021-09-13T17:59:27.020Z,19.1856666666667,-155.469,36.57,1.92,md,47,96,,0.1,hv,hv72706037,2021-11-23T15:11:35.040Z,"2 km SSE of P?hala, Hawaii",earthquake,0.72,0.64,0.15503765929426,20,reviewed,hv,hv
2021-09-12T11:45:06.430Z,19.221,-155.4165,36.24,3.81,ml,54,138,,0.13,hv,hv72703837,2021-11-23T15:10:34.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.44,0.54,0.166150930596849,34,reviewed,hv,hv
2021-09-09T04:34:50.280Z,19.1818333333333,-155.353833333333,29.05,3.51,ml,55,173,,0.12,hv,hv72697822,2021-11-17T17:30:28.040Z,"13 km E of P?hala, Hawaii",earthquake,0.4,0.52,0.177477886646297,36,reviewed,hv,hv
2021-09-07T22:36:07.270Z,18.7136666666667,-155.230333333333,6.73,3.59,ml,54,282,,0.18,hv,hv72696012,2022-08-08T14:52:38.454Z,"53 km SE of Naalehu, Hawaii",earthquake,0.77,0.99,0.119330067933989,40,reviewed,hv,hv
2021-09-07T12:27:43.700Z,19.1698333333333,-155.4695,34.25,3.42,ml,52,84,,0.1,hv,hv72695342,2021-11-17T17:27:01.040Z,"3 km SSE of P?hala, Hawaii",earthquake,0.59,0.67,0.163812734462158,41,reviewed,hv,hv
2021-08-30T10:00:01.260Z,19.1831666666667,-155.509166666667,36.48,3.19,ml,56,82,,0.11,hv,hv72681317,2022-08-08T15:35:30.742Z,"3 km SW of P?hala, Hawaii",earthquake,0.37,0.45,0.19182312826441,40,reviewed,hv,hv
2021-08-30T00:16:50.970Z,19.3275,-155.122,7.51,3.67,ml,46,134,,0.11,hv,hv72680192,2021-12-08T02:48:26.470Z,"15 km S of Fern Forest, Hawaii",earthquake,0.33,0.42,0.173497750845655,32,reviewed,hv,hv
2021-08-25T04:37:52.470Z,19.4028333333333,-155.288666666667,-0.48,1.99,ml,17,61,,0.1,hv,hv72668517,2021-09-28T22:34:55.057Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.19,0.222058193378305,27,reviewed,hv,hv
2021-08-21T04:39:52.230Z,19.2171666666667,-155.414833333333,35.25,3.27,ml,54,142,,0.12,hv,hv72658047,2021-11-02T14:53:55.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.43,0.55,0.229125231119213,39,reviewed,hv,hv
2021-08-20T20:16:24.700Z,19.2385,-155.391833333333,32.15,3.28,ml,51,140,,0.13,hv,hv72657267,2021-11-02T14:53:46.040Z,"9 km ENE of P?hala, Hawaii",earthquake,0.44,0.53,0.196902590125807,36,reviewed,hv,hv
2021-08-20T20:16:19.080Z,19.2385005950928,-155.39533996582,37.560001373291,2.93,ml,45,139,,0.270000011,hv,hv72657262,2021-08-22T16:41:00.492Z,"9 km ENE of P?hala, Hawaii",earthquake,0.78,1.08000004,3.63,37,automatic,hv,hv
2021-08-18T12:01:58.880Z,19.2143333333333,-155.393333333333,32.85,4.06,ml,54,161,,0.11,hv,hv72652937,2021-12-08T02:45:12.359Z,"9 km E of P?hala, Hawaii",earthquake,0.5,0.56,0.202630313504027,39,reviewed,hv,hv
2021-08-14T23:42:54.160Z,19.1855,-155.464166666667,35.69,3.87,ml,60,104,,0.11,hv,hv72645832,2021-10-29T14:46:15.040Z,"2 km SE of P?hala, Hawaii",earthquake,0.4,0.49,0.161678543071315,41,reviewed,hv,hv
2021-08-09T07:41:25.260Z,19.3818333333333,-155.245333333333,0.91,1.94,ml,17,77,,0.1,hv,hv72632407,2021-09-13T16:16:40.386Z,"6 km S of Volcano, Hawaii",earthquake,0.23,0.15,0.116277290911542,7,reviewed,hv,hv
2021-07-28T12:37:22.670Z,19.2171666666667,-155.416333333333,36.13,3.33,ml,58,141,,0.11,hv,hv72608887,2021-10-03T05:22:42.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.44,0.5,0.19023061593942,36,reviewed,hv,hv
2021-07-22T02:11:04.970Z,19.3591666666667,-155.254666666667,25,3.43,ml,58,60,,0.12,hv,hv72597137,2021-12-08T02:51:30.239Z,"9 km SSW of Volcano, Hawaii",earthquake,0.37,0.37,0.196957271861135,34,reviewed,hv,hv
2021-07-12T04:50:47.170Z,19.2516666666667,-155.381333333333,30.99,3.42,ml,57,138,,0.12,hv,hv72578892,2021-09-17T22:49:47.040Z,"11 km ENE of P?hala, Hawaii",earthquake,0.39,0.49,0.214540339739062,42,reviewed,hv,hv
2021-07-07T17:40:59.920Z,19.8731666666667,-156.664166666667,0.98,4.17,ml,52,243,,0.2,hv,hv72569232,2021-09-10T20:07:23.040Z,"73 km WNW of Kalaoa, Hawaii",earthquake,1.64,0.67,0.210979034761786,45,reviewed,hv,hv
2021-07-05T23:43:35.300Z,20.2203333333333,-155.63,26.92,5.17,ml,64,168,,0.12,hv,hv72565662,2022-05-22T11:33:27.199Z,"12 km NNW of Kukuihaele, Hawaii",earthquake,0.49,0.99,0.153978361629308,46,reviewed,hv,hv
2021-07-03T23:10:53.830Z,19.164,-155.482,33.95,3.33,ml,59,106,,0.1,hv,hv72562677,2021-09-10T20:07:25.040Z,"4 km S of P?hala, Hawaii",earthquake,0.4,0.49,0.198569422083208,41,reviewed,hv,hv
2021-06-30T13:28:25.140Z,19.1775,-155.456833333333,36.97,3.28,ml,57,123,,0.12,hv,hv72556132,2021-09-09T22:06:09.040Z,"3 km SE of P?hala, Hawaii",earthquake,0.44,0.52,0.152624325482376,44,reviewed,hv,hv
2021-06-26T08:29:29.830Z,19.2218333333333,-155.421333333333,36.28,1.88,md,53,135,,0.12,hv,hv72547987,2021-06-29T03:27:50.610Z,"6 km ENE of P?hala, Hawaii",earthquake,0.5,0.57,0.102069306851521,9,reviewed,hv,hv
2021-06-23T18:22:16.510Z,18.9893333333333,-155.451,36.08,3.59,ml,58,219,,0.11,hv,hv72542552,2021-08-27T18:58:40.040Z,"16 km ESE of Naalehu, Hawaii",earthquake,0.52,0.75,0.149531860690864,42,reviewed,hv,hv
2021-06-18T03:00:52.890Z,19.2555,-155.395666666667,32.45,3.45,ml,62,103,,0.13,hv,hv72532167,2021-08-27T18:57:08.040Z,"10 km ENE of P?hala, Hawaii",earthquake,0.42,0.51,0.21284783264283,44,reviewed,hv,hv
2021-06-18T02:32:04.670Z,19.2303333333333,-155.402166666667,32.67,4.46,ml,60,141,,0.12,hv,hv72532067,2022-05-22T11:35:54.017Z,"8 km ENE of P?hala, Hawaii",earthquake,0.44,0.52,0.19492118339112,43,reviewed,hv,hv
2021-06-16T23:56:54.590Z,19.226,-155.439333333333,33.19,3.49,ml,60,120,,0.11,hv,hv72529682,2021-08-26T21:59:28.040Z,"4 km ENE of P?hala, Hawaii",earthquake,0.37,0.47,0.195669988104531,44,reviewed,hv,hv
2021-06-13T01:19:10.800Z,19.3163333333333,-155.22,7.36,3.7,ml,59,79,,0.1,hv,hv72520887,2021-12-08T02:47:51.737Z,"14 km S of Volcano, Hawaii",earthquake,0.21,0.29,0.182228215039548,46,reviewed,hv,hv
2021-06-06T16:56:13.580Z,19.1898333333333,-155.49,33.45,3.51,ml,47,68,,0.09,hv,hv72508617,2021-08-24T21:34:49.040Z,"1 km SW of P?hala, Hawaii",earthquake,0.44,0.63,0.158420729421129,31,reviewed,hv,hv
2021-06-03T04:44:32.360Z,18.8645,-155.235833333333,10.79,4.02,ml,58,258,,0.13,hv,hv72502537,2021-08-15T00:58:14.981Z,"42 km ESE of Naalehu, Hawaii",earthquake,0.55,0.54,0.14769959575923,43,reviewed,hv,hv
2021-05-31T15:59:19.160Z,19.2545,-155.397833333333,32.24,3.41,ml,59,97,,0.12,hv,hv72497697,2021-08-07T22:06:44.040Z,"10 km NE of P?hala, Hawaii",earthquake,0.42,0.51,0.216310663290735,44,reviewed,hv,hv
2021-05-27T12:18:22.370Z,19.2038333333333,-155.455333333333,35.15,2.19,ml,55,113,,0.11,hv,hv72490392,2021-07-31T22:10:15.040Z,"2 km E of P?hala, Hawaii",earthquake,0.4,0.55,0.181786555538519,15,reviewed,hv,hv
2021-05-23T21:40:45.080Z,19.3075,-155.215166666667,7.51,4.2,ml,58,95,,0.1,hv,hv72483217,2021-12-08T02:49:13.437Z,"15 km S of Volcano, Hawaii",earthquake,0.28,0.34,0.161695365685987,41,reviewed,hv,hv
2021-05-23T19:38:23.690Z,19.3055,-155.215,7.8,3.41,ml,61,98,,0.09,hv,hv72483077,2021-07-31T22:09:00.040Z,"15 km S of Volcano, Hawaii",earthquake,0.26,0.32,0.180515142604882,42,reviewed,hv,hv
2021-05-23T18:36:57.310Z,19.3045,-155.215166666667,8.31,3.63,ml,62,100,,0.1,hv,hv72482987,2021-12-08T02:48:21.213Z,"15 km S of Volcano, Hawaii",earthquake,0.23,0.27,0.154589781312616,39,reviewed,hv,hv
2021-05-21T01:20:55.620Z,19.2141666666667,-155.416166666667,34.37,3.21,ml,61,142,,0.12,hv,hv72477552,2021-07-31T22:07:49.040Z,"6 km E of P?hala, Hawaii",earthquake,0.49,0.55,0.18755848898368,42,reviewed,hv,hv
2021-05-19T13:18:58.640Z,19.2233333333333,-155.511166666667,33.47,3.2,ml,63,51,,0.11,hv,hv72475237,2021-07-24T21:08:15.040Z,"4 km WNW of P?hala, Hawaii",earthquake,0.43,0.51,0.172574374259841,42,reviewed,hv,hv
2021-05-08T06:33:15.800Z,19.1808333333333,-155.474666666667,32.45,2.89,md,59,83,,0.11,hv,hv72459517,2021-07-23T18:08:19.040Z,"2 km S of P?hala, Hawaii",earthquake,0.4,0.55,0.15623187138608,27,reviewed,hv,hv
2021-04-26T23:05:55.680Z,19.758,-156.823,2.7,3.55,ml,59,200,,0.21,hv,hv72443002,2022-08-09T04:50:57.516Z,"87 km W of Kailua-Kona, Hawaii",earthquake,1.33,0.95,0.131133416342024,29,reviewed,hv,hv
2021-04-26T03:26:54.530Z,19.7785,-156.8165,1.58,3.43,ml,55,199,,0.21,hv,hv72441642,2021-07-07T18:35:13.040Z,"87 km W of Kailua-Kona, Hawaii",earthquake,1.45,0.64,0.177850041447474,26,reviewed,hv,hv
2021-04-21T12:09:04.660Z,19.2065,-155.464166666667,36.52,2.97,md,55,102,,0.11,hv,hv72435537,2021-07-03T16:48:53.040Z,"1 km ENE of P?hala, Hawaii",earthquake,0.44,0.54,0.158126421023673,24,reviewed,hv,hv
2021-04-11T06:08:53.620Z,19.2185,-155.436333333333,33.27,3.13,md,57,126,,0.12,hv,hv72421267,2021-06-19T21:25:02.040Z,"4 km ENE of P?hala, Hawaii",earthquake,0.42,0.53,0.0836353520216762,24,reviewed,hv,hv
2021-04-11T00:04:22.400Z,19.2486666666667,-155.395166666667,31.16,2.96,md,56,111,,0.12,hv,hv72420872,2021-06-19T21:24:59.040Z,"10 km ENE of P?hala, Hawaii",earthquake,0.43,0.53,0.0890770146545097,25,reviewed,hv,hv
2021-04-03T21:15:22.400Z,19.2378333333333,-155.5135,7.91,4.27,ml,57,59,,0.18,hv,hv72411307,2021-06-12T21:36:56.040Z,"5 km NW of P?hala, Hawaii",earthquake,0.25,0.4,0.188737633969029,38,reviewed,hv,hv
2021-04-03T21:01:55.590Z,19.2471666666667,-155.5095,8.31,3.9,ml,47,98,,0.13,hv,hv72411282,2021-06-12T21:36:56.040Z,"5 km NNW of P?hala, Hawaii",earthquake,0.31,0.48,0.206216200651105,36,reviewed,hv,hv
2021-04-01T11:02:08.660Z,19.4033333333333,-155.624,-0.92,3.12,ml,54,64,,0.15,hv,hv72407937,2021-06-08T17:59:34.040Z,"25 km ESE of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.45,0.181157142798882,38,reviewed,hv,hv
2021-03-24T18:27:27.310Z,19.235,-155.404333333333,31.84,2.94,md,51,137,,0.13,hv,hv72397967,2022-08-09T04:22:46.474Z,"8 km ENE of P?hala, Hawaii",earthquake,0.5,0.63,0.146672136244545,25,reviewed,hv,hv
2021-03-18T18:23:38.490Z,19.4833333333333,-155.428166666667,-2.41,3.51,ml,54,65,,0.15,hv,hv72388852,2021-05-26T22:08:59.040Z,"20 km WNW of Volcano, Hawaii",earthquake,0.24,0.15,0.206714423300755,32,reviewed,hv,hv
2021-03-17T10:25:19.990Z,19.172,-155.475166666667,32.6,3.22,md,56,77,,0.1,hv,hv72386777,2021-05-26T22:08:29.040Z,"3 km S of P?hala, Hawaii",earthquake,0.41,0.56,0.116816696283232,24,reviewed,hv,hv
2021-03-15T06:59:41.910Z,19.3325,-155.202166666667,7.01,4.07,ml,57,80,,0.1,hv,hv72383917,2021-05-26T22:07:29.040Z,"12 km SSE of Volcano, Hawaii",earthquake,0.26,0.33,0.187121632538925,34,reviewed,hv,hv
2021-03-12T03:23:48.370Z,19.1436666666667,-155.439,39.5,1.89,md,45,169,,0.18,hv,hv72380742,2021-03-12T04:13:17.160Z,"7 km SSE of P?hala, Hawaii",earthquake,0.56,0.71,0.0434380759631874,23,reviewed,hv,hv
2021-03-11T00:21:50.170Z,19.346,-155.415833333333,26.32,4.23,ml,58,55,,0.11,hv,hv72379532,2021-05-21T19:49:15.040Z,"17 km NNE of P?hala, Hawaii",earthquake,0.31,0.47,0.195928026743642,34,reviewed,hv,hv
2021-03-06T21:17:43.250Z,19.4663333333333,-155.5945,-3.35,3.24,ml,48,80,,0.35,hv,hv72375037,2021-05-21T19:47:44.040Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.25,0.136802819373726,34,reviewed,hv,hv
2021-02-23T14:41:20.170Z,19.8415,-156.724166666667,6.41,3.8,ml,66,192,,0.22,hv,hv72362092,2021-05-04T14:16:36.040Z,"78 km W of Kalaoa, Hawaii",earthquake,0.94,1.17,0.116143114373746,33,reviewed,hv,hv
2021-02-21T03:33:32.540Z,19.2375,-155.5035,33.94,3.03,md,61,64,,0.12,hv,hv72359552,2021-05-04T14:15:39.040Z,"4 km NW of P?hala, Hawaii",earthquake,0.41,0.55,0.11758593213859,28,reviewed,hv,hv
2021-02-13T23:28:42.230Z,19.175,-155.477666666667,32.12,3.06,md,58,75,,0.1,hv,hv72350242,2021-04-23T21:04:32.040Z,"3 km S of P?hala, Hawaii",earthquake,0.38,0.56,0.0855077545083827,27,reviewed,hv,hv
2021-02-03T21:04:45.080Z,19.2096666666667,-155.414333333333,35.98,3.07,md,57,146,,0.11,hv,hv72340042,2021-04-16T19:03:19.040Z,"6 km E of P?hala, Hawaii",earthquake,0.45,0.53,0.125788815738265,26,reviewed,hv,hv
2021-02-02T00:13:09.840Z,19.3523333333333,-155.079666666667,6.26,4.05,ml,60,161,,0.11,hv,hv72337977,2021-04-16T19:02:55.040Z,"13 km SSE of Fern Forest, Hawaii",earthquake,0.33,0.25,0.115324724734002,38,reviewed,hv,hv
2021-01-21T14:02:45.950Z,19.238,-155.405666666667,32.71,2.92,md,54,120,,0.12,hv,hv72326852,2021-03-27T21:05:55.040Z,"8 km ENE of P?hala, Hawaii",earthquake,0.49,0.59,0.118585118269966,25,reviewed,hv,hv
2021-01-15T04:15:07.930Z,19.2183333333333,-155.400333333333,34.06,3.96,md,55,149,,0.13,hv,hv72320262,2021-05-23T21:57:44.016Z,"8 km ENE of P?hala, Hawaii",earthquake,0.47,0.56,0.141870847985424,26,reviewed,hv,hv
2021-01-09T02:23:01.500Z,19.4288333333333,-155.6135,-1.46,3.15,ml,47,76,,0.13,hv,hv72314312,2021-03-20T21:23:03.040Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.17,0.29,0.137619093112757,30,reviewed,hv,hv
2020-12-25T05:18:26.000Z,19.2356666666667,-155.411,33.2,3.57,md,58,130,,0.11,hv,hv72298982,2021-03-06T23:18:40.040Z,"7 km ENE of P?hala, Hawaii",earthquake,0.51,0.66,0.11069266134711,26,reviewed,hv,hv
