time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-23T18:01:28.370Z,19.1655006408691,-155.493499755859,35.3899993896484,2.16,ml,41,106,,0.109999999,hv,hv72844217,2022-03-01T16:39:57.040Z,"4 km SSW of P?hala, Hawaii",earthquake,0.42,0.75,4.37,9,automatic,hv,hv
2021-12-21T07:06:47.650Z,19.7178333333333,-156.002,11.05,2.27,md,30,209,,0.17,hv,hv72841757,2022-03-01T16:38:49.040Z,"2 km WSW of Kalaoa, Hawaii",earthquake,0.63,0.33,0.134787571668066,10,reviewed,hv,hv
2021-12-21T00:48:16.740Z,18.8238333333333,-155.190333333333,9.4,2.96,ml,35,267,,0.13,hv,hv72841437,2022-03-01T16:38:39.040Z,"49 km ESE of Naalehu, Hawaii",earthquake,0.59,0.61,0.180311987425799,16,reviewed,hv,hv
2021-12-20T07:32:48.070Z,19.2134990692139,-155.428329467773,33.8199996948242,1.81,ml,41,135,,0.129999995,hv,hv72840707,2021-12-20T07:39:37.029Z,"5 km ENE of P?hala, Hawaii",earthquake,0.52,0.860000014,4.51,6,automatic,hv,hv
2021-12-18T19:52:02.620Z,19.1868324279785,-155.481170654297,31.4200000762939,2.16,ml,41,77,,0.109999999,hv,hv72839202,2021-12-18T19:59:48.538Z,"1 km S of P?hala, Hawaii",earthquake,0.46,0.670000017,3.64,6,automatic,hv,hv
2021-12-18T19:11:24.540Z,19.3671666666667,-154.987833333333,7.39,2.58,ml,42,203,,0.19,hv,hv72839177,2022-08-06T17:05:28.586Z,"13 km SSW of Leilani Estates, Hawaii",earthquake,0.58,0.4,0.0952055189038252,22,reviewed,hv,hv
2021-12-18T00:25:43.380Z,19.2065,-155.405,32.94,3.3,ml,52,154,,0.12,hv,hv72837852,2022-03-01T16:37:17.040Z,"7 km E of P?hala, Hawaii",earthquake,0.41,0.49,0.172373725485051,30,reviewed,hv,hv
2021-12-17T18:49:47.090Z,19.1721666666667,-155.468833333333,34.14,3.09,ml,52,89,,0.11,hv,hv72837462,2022-03-01T16:37:12.040Z,"3 km SSE of P?hala, Hawaii",earthquake,0.42,0.5,0.19545664283336,36,reviewed,hv,hv
2021-12-17T18:27:10.910Z,19.2215,-155.418333333333,32.59,3.48,ml,54,137,,0.12,hv,hv72837427,2022-03-01T16:37:11.040Z,"Island of Hawaii, Hawaii",earthquake,0.45,0.52,0.156100037278785,37,reviewed,hv,hv
2021-12-17T14:17:40.570Z,19.2026666666667,-155.407666666667,34.59,3.46,ml,52,156,,0.12,hv,hv72837127,2022-03-01T16:37:08.040Z,"7 km E of P?hala, Hawaii",earthquake,0.42,0.5,0.223423261521905,36,reviewed,hv,hv
2021-12-17T13:12:43.100Z,19.195499420166,-155.401992797852,32.9799995422363,2.41,ml,42,160,,0.100000001,hv,hv72837057,2022-01-05T06:10:55.122Z,"8 km E of P?hala, Hawaii",earthquake,0.57,0.829999983,4.62,4,automatic,hv,hv
2021-12-16T22:36:41.560Z,19.9018333333333,-156.7945,1.04,3.6,ml,58,192,,0.15,hv,hv72836222,2022-02-24T21:02:07.040Z,"87 km WNW of Kalaoa, Hawaii",earthquake,1.21,0.34,0.142532606561366,30,reviewed,hv,hv
2021-12-15T17:45:28.920Z,19.1931667327881,-155.433837890625,33.8800010681152,1.85000002,md,33,157,,0.109999999,hv,hv72834617,2021-12-15T17:59:03.165Z,"4 km ESE of P?hala, Hawaii",earthquake,0.74,1.05999994,0.779999971,9,automatic,hv,hv
2021-12-14T07:14:49.460Z,19.195499420166,-155.491165161133,33.2599983215332,2.27,ml,45,133,,0.119999997,hv,hv72833072,2022-02-24T21:00:43.040Z,"1 km WSW of P?hala, Hawaii",earthquake,0.57,0.819999993,4.14,11,automatic,hv,hv
2021-12-12T23:13:14.760Z,19.1836666666667,-155.473166666667,35.76,2.71,ml,50,87,,0.12,hv,hv72831037,2022-08-06T17:36:33.422Z,"2 km SSE of P?hala, Hawaii",earthquake,0.41,0.52,0.185600580913251,34,reviewed,hv,hv
2021-12-12T22:21:57.230Z,19.8505,-155.2315,43.48,2.71,ml,50,181,,0.13,hv,hv72830977,2022-02-24T21:00:23.040Z,"12 km WSW of Honomu, Hawaii",earthquake,0.49,0.68,0.200149021061227,28,reviewed,hv,hv
2021-12-12T02:58:07.470Z,19.1791666666667,-155.482833333333,33.39,2.55,ml,48,75,,0.11,hv,hv72829987,2022-08-06T17:39:51.006Z,"2 km S of P?hala, Hawaii",earthquake,0.37,0.51,0.207103242341721,21,reviewed,hv,hv
2021-12-10T02:05:15.250Z,20.2496666666667,-155.515333333333,32.85,2.86,ml,52,186,,0.15,hv,hv72827892,2022-02-24T20:59:32.040Z,"15 km NNE of Kukuihaele, Hawaii",earthquake,0.5,1.13,0.191756376441732,19,reviewed,hv,hv
2021-12-10T01:54:51.960Z,19.2525005340576,-155.39533996582,32.4900016784668,2.00999999,md,32,151,,0.109999999,hv,hv72827887,2021-12-10T02:13:09.920Z,"10 km ENE of P?hala, Hawaii",earthquake,0.56,1.00999999,0.769999981,13,automatic,hv,hv
2021-12-10T00:23:34.260Z,19.1811666666667,-155.471166666667,35.17,3.16,ml,53,89,,0.11,hv,hv72827807,2022-08-06T17:48:58.308Z,"2 km SSE of P?hala, Hawaii",earthquake,0.39,0.48,0.166210071694721,36,reviewed,hv,hv
2021-12-08T18:38:10.090Z,19.1635,-155.475666666667,32.21,3.51,ml,54,101,,0.11,hv,hv72826437,2022-02-12T23:06:58.040Z,"4 km S of P?hala, Hawaii",earthquake,0.4,0.51,0.178060182731838,38,reviewed,hv,hv
2021-12-08T18:28:24.250Z,19.2035007476807,-155.424667358398,33.1199989318848,2,md,32,157,,0.109999999,hv,hv72826417,2021-12-08T18:47:14.637Z,"5 km E of P?hala, Hawaii",earthquake,0.65,1.08000004,1.51999998,6,automatic,hv,hv
2021-12-08T09:57:08.290Z,19.3693333333333,-155.934833333333,4.35,2.62,ml,41,224,,0.2,hv,hv72825962,2022-02-12T23:06:41.040Z,"12 km SW of Honaunau-Napoopoo, Hawaii",earthquake,0.49,0.42,0.156298197576349,16,reviewed,hv,hv
2021-12-08T01:26:14.480Z,19.2226666666667,-155.387333333333,32.98,2.57,ml,49,152,,0.13,hv,hv72825597,2022-02-12T23:06:31.040Z,"9 km ENE of P?hala, Hawaii",earthquake,0.42,0.52,0.184738089804264,12,reviewed,hv,hv
2021-12-07T08:43:36.600Z,19.1695,-155.472166666667,32.9,2.84,ml,50,77,,0.1,hv,hv72824992,2022-08-06T18:00:30.279Z,"3 km S of P?hala, Hawaii",earthquake,0.41,0.54,0.281549229356382,19,reviewed,hv,hv
2021-12-06T17:32:45.650Z,19.2018337249756,-155.400161743164,34.5099983215332,1.90999997,md,17,171,,0.150000006,hv,hv72824557,2021-12-06T17:42:04.038Z,"8 km E of P?hala, Hawaii",earthquake,0.93,0.860000014,1.90999997,4,automatic,hv,hv
2021-12-06T15:13:12.170Z,19.3825,-155.486833333333,6.97,2.41,ml,44,57,,0.14,hv,hv72824497,2022-02-12T23:06:15.040Z,"19 km N of P?hala, Hawaii",earthquake,0.25,0.4,0.275905361823893,19,reviewed,hv,hv
2021-12-06T10:23:41.580Z,19.237,-155.392666666667,32.72,2.74,ml,47,141,,0.13,hv,hv72824377,2022-02-12T23:06:13.040Z,"9 km ENE of P?hala, Hawaii",earthquake,0.45,0.55,0.148233759874567,27,reviewed,hv,hv
2021-12-06T06:13:55.810Z,19.2186666666667,-155.4165,33.1,2.91,ml,44,139,,0.12,hv,hv72824272,2022-02-12T23:06:10.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.46,0.57,0.237449977639582,27,reviewed,hv,hv
2021-12-05T07:07:16.060Z,19.1918334960938,-155.476501464844,28.6200008392334,1.78999996,md,23,98,,0.219999999,hv,hv72823642,2021-12-05T07:20:50.419Z,"1 km S of P?hala, Hawaii",earthquake,0.72,1.44000006,0.0199999996,5,automatic,hv,hv
2021-12-05T06:43:30.150Z,19.1673333333333,-155.49,36.22,3.51,ml,53,102,,0.11,hv,hv72823622,2022-02-12T23:05:59.040Z,"4 km SSW of P?hala, Hawaii",earthquake,0.39,0.5,0.164165417978894,38,reviewed,hv,hv
2021-12-05T06:40:36.410Z,19.2311668395996,-155.390502929688,32.0999984741211,2.02999997,md,28,164,,0.129999995,hv,hv72823612,2022-02-12T23:05:59.040Z,"9 km ENE of P?hala, Hawaii",earthquake,0.8,0.910000026,1.19000006,11,automatic,hv,hv
2021-12-04T11:34:02.590Z,19.9103333333333,-155.717,33.84,2.83,md,57,102,,0.12,hv,hv72822802,2022-08-06T18:20:33.301Z,"8 km ESE of Waikoloa, Hawaii",earthquake,0.43,0.66,0.125696243164512,19,reviewed,hv,hv
2021-12-04T03:45:49.810Z,19.1581666666667,-155.490666666667,36.05,2.58,md,48,123,,0.12,hv,hv72822272,2021-12-08T00:55:37.549Z,"5 km SSW of P?hala, Hawaii",earthquake,0.46,0.61,0.105783173733881,18,reviewed,hv,hv
2021-12-04T03:02:06.310Z,19.216,-155.407166666667,33.87,3.14,ml,54,146,,0.13,hv,hv72822217,2022-02-12T23:05:47.040Z,"7 km E of P?hala, Hawaii",earthquake,0.46,0.56,0.13926804451136,35,reviewed,hv,hv
2021-12-02T16:42:01.230Z,19.3333333333333,-155.141,6.35,2.72,ml,49,107,,0.11,hv,hv72820127,2022-08-06T18:24:21.026Z,"14 km S of Fern Forest, Hawaii",earthquake,0.32,0.4,0.145215835361986,32,reviewed,hv,hv
2021-12-02T09:29:20.530Z,19.8376666666667,-155.5945,16.24,2.56,md,44,104,,0.13,hv,hv72819642,2022-08-06T18:24:46.185Z,"22 km SSE of Waimea, Hawaii",earthquake,0.32,0.89,0.0917903095218917,15,reviewed,hv,hv
2021-12-02T02:03:32.960Z,19.5081666666667,-155.661166666667,4.32,3.26,ml,54,46,,0.12,hv,hv72819152,2022-07-26T14:54:51.211Z,"22 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.23,0.3,0.202740730670905,38,reviewed,hv,hv
2021-11-30T19:56:17.630Z,19.8551666666667,-155.526333333333,21.27,2.35,md,41,121,,0.14,hv,hv72817832,2022-02-05T23:03:34.040Z,"24 km SE of Waimea, Hawaii",earthquake,0.36,0.77,0.0971405261963043,14,reviewed,hv,hv
2021-11-29T10:07:17.620Z,19.2146663665771,-155.386337280273,32.7799987792969,1.86000001,md,27,156,,0.159999996,hv,hv72816322,2021-11-29T10:15:17.494Z,"9 km E of P?hala, Hawaii",earthquake,0.58,0.829999983,0.800000012,3,automatic,hv,hv
2021-11-29T06:47:25.410Z,18.9703333333333,-155.422166666667,33.69,3.51,ml,54,229,,0.12,hv,hv72816147,2022-02-05T23:04:32.040Z,"19 km ESE of Naalehu, Hawaii",earthquake,0.44,0.72,0.162099787226031,40,reviewed,hv,hv
2021-11-28T15:46:33.910Z,19.1825,-155.4775,32.45,3.56,ml,57,79,,0.11,hv,hv72815092,2022-02-05T23:04:27.040Z,"2 km S of P?hala, Hawaii",earthquake,0.39,0.53,0.178054952366802,40,reviewed,hv,hv
2021-11-28T10:59:28.030Z,19.163,-155.477166666667,32.12,2.71,ml,54,105,,0.11,hv,hv72814852,2022-02-05T23:04:26.040Z,"4 km S of P?hala, Hawaii",earthquake,0.42,0.54,0.146411794308707,28,reviewed,hv,hv
2021-11-28T03:12:56.770Z,19.1946666666667,-155.4685,36.39,3,ml,55,97,,0.11,hv,hv72814362,2022-08-06T18:35:22.390Z,"1 km SE of P?hala, Hawaii",earthquake,0.42,0.5,0.215609530306951,39,reviewed,hv,hv
2021-11-27T16:01:11.280Z,19.1605,-155.504666666667,37.25,2.93,ml,56,114,,0.12,hv,hv72813692,2022-02-05T23:04:20.040Z,"5 km SSW of P?hala, Hawaii",earthquake,0.47,0.55,0.145836307992099,37,reviewed,hv,hv
2021-11-26T23:16:24.710Z,19.181,-155.473,36.04,2.92,ml,54,86,,0.1,hv,hv72812832,2022-08-06T18:39:38.149Z,"2 km SSE of P?hala, Hawaii",earthquake,0.41,0.51,0.142176380505169,37,reviewed,hv,hv
2021-11-25T14:06:42.950Z,19.3246666666667,-155.201666666667,6.55,3.49,ml,48,114,,0.1,hv,hv72811222,2022-01-29T22:55:55.040Z,"13 km SSE of Volcano, Hawaii",earthquake,0.22,0.3,0.156499198979586,39,reviewed,hv,hv
2021-11-24T23:11:36.190Z,19.4236666666667,-155.322833333333,5.53,2.47,ml,45,80,,0.11,hv,hv72810532,2022-01-29T22:55:50.040Z,"9 km WSW of Volcano, Hawaii",earthquake,0.27,0.39,0.136507420426214,28,reviewed,hv,hv
2021-11-24T18:10:37.760Z,19.8401666666667,-155.629,25.16,2.11,md,39,110,,0.1,hv,hv72810262,2021-11-24T23:23:23.548Z,"20 km ESE of Waikoloa, Hawaii",earthquake,0.49,0.77,0.11387655698782,13,reviewed,hv,hv
2021-11-24T17:45:03.130Z,19.747,-155.907,16.4,3.06,ml,55,114,,0.14,hv,hv72810237,2022-01-29T22:55:48.040Z,"8 km ENE of Kalaoa, Hawaii",earthquake,0.47,0.94,0.172178760657357,26,reviewed,hv,hv
2021-11-24T17:28:19.270Z,19.2334995269775,-155.39533996582,34.060001373291,2.34,ml,50,142,,0.129999995,hv,hv72810217,2022-01-29T22:55:48.040Z,"9 km ENE of P?hala, Hawaii",earthquake,0.52,0.74000001,3.11,16,automatic,hv,hv
2021-11-24T06:41:31.030Z,20.1041666666667,-155.8995,4.36,1.87,md,26,277,,0.21,hv,hv72809692,2021-11-25T02:17:46.952Z,"Hawaii region, Hawaii",earthquake,0.76,0.78,0.280894286985995,12,reviewed,hv,hv
2021-11-23T09:18:39.960Z,19.1693333333333,-155.478833333333,35.81,3.21,ml,57,89,,0.12,hv,hv72808617,2022-01-29T22:55:29.040Z,"Island of Hawaii, Hawaii",earthquake,0.41,0.5,0.193927125358089,42,reviewed,hv,hv
2021-11-22T20:31:11.740Z,19.1628333333333,-155.486666666667,36.96,3.15,ml,55,111,,0.12,hv,hv72807892,2022-01-29T22:55:24.040Z,"4 km S of P?hala, Hawaii",earthquake,0.44,0.5,0.16536025473391,41,reviewed,hv,hv
2021-11-22T06:07:18.540Z,19.1936664581299,-155.509002685547,37.0099983215332,1.85000002,md,37,82,,0.129999995,hv,hv72807202,2021-11-22T06:30:30.931Z,"3 km WSW of P?hala, Hawaii",earthquake,0.48,0.810000002,0.5,7,automatic,hv,hv
2021-11-21T18:00:17.260Z,19.2281666666667,-155.418,32.9,3.52,ml,55,132,,0.12,hv,hv72806527,2022-01-29T22:55:16.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.51,0.58,0.207422310175513,44,reviewed,hv,hv
2021-11-21T16:34:49.390Z,19.227,-155.375,33.31,2.6,ml,56,154,,0.12,hv,hv72806417,2022-01-29T22:55:16.040Z,"11 km ENE of P?hala, Hawaii",earthquake,0.43,0.49,0.138401138355298,34,reviewed,hv,hv
2021-11-21T09:03:53.610Z,19.2015,-155.414333333333,32.81,3.32,ml,56,153,,0.12,hv,hv72806007,2022-08-06T19:01:35.057Z,"6 km E of P?hala, Hawaii",earthquake,0.49,0.53,0.174735753944578,42,reviewed,hv,hv
2021-11-21T06:35:19.580Z,19.1913333333333,-155.472,35.81,2.67,ml,52,92,,0.1,hv,hv72805862,2022-01-29T22:55:13.040Z,"1 km SSE of P?hala, Hawaii",earthquake,0.41,0.49,0.164716531772997,34,reviewed,hv,hv
2021-11-21T04:17:26.720Z,19.2246666666667,-155.376166666667,33.1,2.87,ml,54,154,,0.13,hv,hv72805692,2022-01-29T22:55:12.040Z,"11 km ENE of P?hala, Hawaii",earthquake,0.44,0.48,0.139052550411438,37,reviewed,hv,hv
2021-11-20T16:15:11.150Z,18.8633333333333,-155.238166666667,10.44,2.75,ml,45,259,,0.12,hv,hv72804882,2022-01-29T22:55:09.040Z,"42 km ESE of Naalehu, Hawaii",earthquake,0.69,0.73,0.23608335661983,21,reviewed,hv,hv
2021-11-19T14:06:02.220Z,19.484,-155.927166666667,6.52,2.38,ml,44,169,,0.24,hv,hv72803157,2022-01-29T22:55:00.040Z,"1 km SSW of Captain Cook, Hawaii",earthquake,0.47,0.41,0.172039496749763,13,reviewed,hv,hv
2021-11-18T03:33:56.070Z,19.1498333333333,-155.5055,34.35,3.22,ml,50,133,,0.12,hv,hv72800817,2022-01-22T20:52:01.040Z,"6 km SSW of P?hala, Hawaii",earthquake,0.47,0.51,0.184522887415526,40,reviewed,hv,hv
2021-11-17T18:46:43.140Z,19.1531658172607,-155.481994628906,34.9300003051758,2.26,ml,44,142,,0.140000001,hv,hv72800012,2022-01-22T20:51:59.040Z,"5 km S of P?hala, Hawaii",earthquake,0.64,0.800000012,3.78,10,automatic,hv,hv
2021-11-16T19:15:55.760Z,19.2006666666667,-155.416166666667,34.11,3.68,ml,54,152,,0.11,hv,hv72798362,2022-01-22T20:51:57.040Z,"6 km E of P?hala, Hawaii",earthquake,0.52,0.6,0.165783028693493,42,reviewed,hv,hv
2021-11-16T18:53:58.630Z,19.1550006866455,-155.457672119141,31.8799991607666,2.74,ml,47,162,,0.119999997,hv,hv72798342,2021-11-16T20:26:43.064Z,"5 km SSE of P?hala, Hawaii",earthquake,0.5,0.670000017,3.59,31,automatic,hv,hv
2021-11-16T18:53:58.540Z,19.1591666666667,-155.461666666667,33.45,3.06,ml,51,119,,0.11,hv,hv72798347,2022-01-22T20:51:56.040Z,"5 km SSE of P?hala, Hawaii",earthquake,0.42,0.52,0.214030126983928,38,reviewed,hv,hv
2021-11-16T09:55:25.960Z,19.1598333333333,-155.474166666667,33.97,3.83,ml,59,114,,0.1,hv,hv72797862,2022-01-22T20:51:56.040Z,"4 km S of P?hala, Hawaii",earthquake,0.47,0.6,0.163383113212464,39,reviewed,hv,hv
2021-11-16T00:35:38.000Z,19.1503333333333,-155.481833333333,35.27,2.62,md,50,152,,0.12,hv,hv72797392,2022-01-22T20:51:55.040Z,"5 km S of P?hala, Hawaii",earthquake,0.49,0.6,0.158629134101865,21,reviewed,hv,hv
2021-11-15T22:21:57.320Z,19.228,-155.3925,32.78,2.53,ml,55,147,,0.12,hv,hv72797252,2022-01-22T20:51:54.040Z,"9 km ENE of P?hala, Hawaii",earthquake,0.41,0.49,0.205975529367647,23,reviewed,hv,hv
2021-11-15T13:22:51.080Z,19.2006666666667,-155.399166666667,33.38,2.47,md,54,159,,0.11,hv,hv72796697,2021-11-16T03:41:08.822Z,"8 km E of P?hala, Hawaii",earthquake,0.44,0.56,0.140373727821987,22,reviewed,hv,hv
2021-11-14T09:57:52.030Z,19.2028333333333,-155.4355,33.79,2.84,ml,50,135,,0.11,hv,hv72795322,2022-01-22T20:51:50.040Z,"4 km E of P?hala, Hawaii",earthquake,0.54,0.49,0.125360708290116,34,reviewed,hv,hv
2021-11-14T00:28:25.390Z,19.1618328094482,-155.459838867188,35.6500015258789,2.44,ml,46,131,,0.129999995,hv,hv72794897,2022-08-06T19:38:22.918Z,"4 km SSE of P?hala, Hawaii",earthquake,0.6,0.680000007,3.87,13,automatic,hv,hv
2021-11-12T00:33:13.380Z,19.207,-155.435,33.73,3.32,ml,57,133,,0.11,hv,hv72792252,2022-08-06T19:44:20.761Z,"4 km E of P?hala, Hawaii",earthquake,0.37,0.43,0.159179523922969,40,reviewed,hv,hv
2021-11-10T23:47:13.150Z,19.2085,-155.423,33.46,2.24,ml,49,141,,0.12,hv,hv72790887,2022-08-06T19:45:37.721Z,"5 km E of P?hala, Hawaii",earthquake,0.44,0.58,0.185770038614663,17,reviewed,hv,hv
2021-11-09T06:39:56.340Z,19.2158333333333,-155.420666666667,33.77,3.04,ml,56,139,,0.12,hv,hv72788582,2022-01-15T20:51:42.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.42,0.5,0.153312813321554,38,reviewed,hv,hv
2021-11-09T00:25:22.870Z,19.1716666666667,-155.472333333333,31.72,3.23,ml,54,79,,0.12,hv,hv72788152,2022-01-15T20:51:41.040Z,"3 km S of P?hala, Hawaii",earthquake,0.42,0.54,0.194040052725444,39,reviewed,hv,hv
2021-11-08T07:53:38.650Z,19.3395,-155.319833333333,26.97,2.95,ml,55,58,,0.12,hv,hv72787112,2022-01-15T20:51:40.040Z,"14 km SW of Volcano, Hawaii",earthquake,0.32,0.37,0.198302082727262,37,reviewed,hv,hv
2021-11-07T14:25:59.420Z,19.2026672363281,-155.408996582031,33.5800018310547,2.32,ml,50,155,,0.129999995,hv,hv72786192,2022-01-15T20:51:38.040Z,"7 km E of P?hala, Hawaii",earthquake,0.51,0.629999995,3.76,19,automatic,hv,hv
2021-11-06T08:15:29.140Z,19.3881666666667,-155.4565,8.49,2.98,ml,52,53,,0.14,hv,hv72784467,2022-01-15T20:51:36.040Z,"20 km N of P?hala, Hawaii",earthquake,0.25,0.34,0.177696214144402,37,reviewed,hv,hv
2021-11-04T13:16:13.280Z,19.1700000762939,-155.501831054688,36.0800018310547,2.43,ml,51,98,,0.119999997,hv,hv72782612,2022-08-08T00:31:15.645Z,"4 km SW of P?hala, Hawaii",earthquake,0.46,0.689999998,3.88,20,automatic,hv,hv
2021-11-04T09:28:19.000Z,19.186,-155.473833333333,34.88,2.76,ml,53,88,,0.11,hv,hv72782422,2022-08-08T00:53:16.309Z,"1 km SSE of P?hala, Hawaii",earthquake,0.43,0.54,0.166701523745275,36,reviewed,hv,hv
2021-11-03T15:11:25.160Z,19.4786666666667,-155.700166666667,6.98,2.6,ml,51,84,,0.18,hv,hv72781502,2022-01-14T17:58:57.040Z,"17 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.28,0.37,0.190629933262954,28,reviewed,hv,hv
2021-11-03T03:07:50.970Z,19.1605,-155.4905,35.13,3.37,ml,55,118,,0.11,hv,hv72780797,2022-08-08T06:20:27.274Z,"4 km SSW of P?hala, Hawaii",earthquake,0.43,0.53,0.190763122196864,39,reviewed,hv,hv
2021-11-02T12:27:23.130Z,19.1676666666667,-155.474666666667,31.29,3.24,ml,55,86,,0.11,hv,hv72779907,2022-01-14T17:58:54.040Z,"3 km S of P?hala, Hawaii",earthquake,0.41,0.54,0.208048002547264,42,reviewed,hv,hv
2021-11-02T07:37:34.840Z,19.1886672973633,-155.472503662109,34.2299995422363,2.36,ml,51,90,,0.100000001,hv,hv72779622,2022-01-14T17:58:52.040Z,"1 km SSE of P?hala, Hawaii",earthquake,0.41,0.519999981,3.67,19,automatic,hv,hv
2021-11-01T21:03:24.900Z,19.1776666666667,-155.476166666667,35.6,2.96,ml,56,78,,0.11,hv,hv72778882,2022-08-08T08:05:34.560Z,"2 km S of P?hala, Hawaii",earthquake,0.41,0.47,0.175740987833077,39,reviewed,hv,hv
2021-11-01T14:18:35.160Z,19.1658333333333,-155.488666666667,36.29,2.82,ml,56,105,,0.11,hv,hv72778292,2022-01-14T17:58:50.040Z,"Island of Hawaii, Hawaii",earthquake,0.42,0.52,0.167071091739629,35,reviewed,hv,hv
2021-11-01T06:59:17.110Z,19.2075,-155.4025,33.14,3.27,ml,57,155,,0.12,hv,hv72777822,2022-08-08T08:17:08.294Z,"8 km E of P?hala, Hawaii",earthquake,0.41,0.49,0.200982025791086,38,reviewed,hv,hv
2021-11-01T05:35:14.130Z,19.1801666666667,-155.4745,35.39,2.82,ml,52,92,,0.11,hv,hv72777717,2022-08-08T08:17:34.241Z,"2 km S of P?hala, Hawaii",earthquake,0.44,0.51,0.152069480984212,13,reviewed,hv,hv
2021-11-01T04:43:42.070Z,19.1881675720215,-155.428329467773,33.2200012207031,2.33,ml,49,155,,0.119999997,hv,hv72777652,2021-11-01T07:23:38.148Z,"5 km ESE of P?hala, Hawaii",earthquake,0.49,0.629999995,4.03,5,automatic,hv,hv
2021-11-01T01:13:11.220Z,19.2158333333333,-155.411333333333,33.25,2.94,ml,56,144,,0.12,hv,hv72777407,2022-01-14T17:58:49.040Z,"7 km ENE of P?hala, Hawaii",earthquake,0.39,0.49,0.228306076033484,40,reviewed,hv,hv
2021-10-31T23:12:16.450Z,19.215,-155.410833333333,33.22,3.06,ml,56,145,,0.11,hv,hv72777277,2022-08-08T08:22:40.420Z,"7 km E of P?hala, Hawaii",earthquake,0.43,0.51,0.222825231198882,38,reviewed,hv,hv
2021-10-31T14:40:56.850Z,19.1913333333333,-155.472,35.2,3.35,ml,58,92,,0.11,hv,hv72776767,2022-01-14T17:58:47.040Z,"1 km SSE of P?hala, Hawaii",earthquake,0.38,0.47,0.213190253362828,43,reviewed,hv,hv
